text,news_link,outlet,topic,type,label,label_opinion,biased_words
Hotez said anti-vaccine groups are seizing on the anti-government sentiment stoked by conservative-leaning protesters to advance their cause.,https://www.alternet.org/2020/04/anti-vaxxers-are-latching-onto-the-coronavirus-pandemic-to-bolster-their-movement/,Alternet,vaccines,left,1,Entirely factual,['stoked']
"While U.S. tax policy generally appears to favor the wealthy, the tax advantages the wealthiest 1% enjoy are even stronger in some states than in others.",https://eu.usatoday.com/story/money/2020/01/29/the-most-tax-friendly-states-for-the-rich/41060485/,USA Today,taxes,nan,1,nan,nan
"People from populations targeted by these immigration policies might also experience more discrimination, which worsens mental health.",https://www.reuters.com/article/us-health-mental-immigration-policy/immigration-raids-tied-to-worse-mental-health-among-hispanic-americans-idUSKBN1XV2L2,Reuters,immigration,center,0,Entirely factual,[]
Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore explained to Breitbart News how Greenpeace’s original spirit of celebrating humanity was usurped by an anti-human Malthusian vision.,https://www.breitbart.com/radio/2019/03/07/greenpeace-founder-aoc-type-eco-fascists-pushing-green-new-deal-against-humans/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,environment,right,1,Somewhat factual but also opinionated,['usurped']
"The 2010s saw the U.S. economy achieve its longest-ever expansion, with notable milestones such as 110 months of uninterrupted job gains and an unemployment rate near a half-century low becoming easy bragging points for politicians and economists alike.",https://www.reuters.com/article/us-usa-economy-decade/from-opioid-deaths-to-student-debt-a-view-of-the-2010s-economy-in-charts-idUSKBN1YZ0AS,Reuters,student-debt,center,1,Somewhat factual but also opinionated,['bragging']
"The irony of these radicalized, educated women announcing their privilege and “white guilt” as if it’s something to brag about is that doing so loudly and violently as they have in recent weeks is perhaps the highest form of white privilege.",https://thefederalist.com/2020/06/25/7-ways-white-women-use-their-privilege-to-fuel-riots-and-mayhem/,Federalist,marriage-equality,nan,1,Expresses writer’s opinion,"['radicalized', 'brag', 'highest', 'form']"
"A senior official at the University of British Columbia has resigned after he liked a series of Tweets that criticized the Black Lives Matter anti-racism campaign, the university and local media said.",https://www.reuters.com/article/us-canada-racism-idUSKBN23S0MW?taid=5eefaf3f87586b0001d21c74&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,blm,nan,0,Entirely factual,[]
"Gamblers and reality TV stars can claim bankruptcy protections when in financial trouble, but 44 million student loan borrowers can’t. Unemployed, underpaid, destitute, sick, or struggling borrowers simply aren’t able to start anew.",https://www.alternet.org/2018/09/ending-secrecy-student-debt-crisis/,Alternet,student-debt,left,0,Expresses writer’s opinion,[]
"Mishra and her team evaluated 75 California residents, about one-third of whom had directly experienced California’s devastating 2018 Camp Fire—the most destructive wildfire in the state’s history at the time.",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
Two Democrats -- state Sens. Creigh Deeds and Chap Petersen -- joined with Republicans to defeat the measure.,https://www.foxnews.com/politics/virginia-senate-blocks-another-gun-bill,Federalist,gun-control,right,0,Entirely factual,[]
"Biden, the former vice president making his third run for the White House, said Trump’s tax cuts for the wealthy and other economic policies were increasing economic inequality in the United States.",https://www.reuters.com/article/us-usa-election-debate-biden-sanders/sanders-defends-his-big-spending-plans-as-democratic-debate-begins-idUSKCN1TS1C5?feedType=RSS&feedName=topNews,Reuters,taxes,center,0,Entirely factual,[]
"Yes Trump and the right are embracing and celebrating death. It is ghoulish. It is also one more illustration that the Age of Trump is an American dystopia where what was previously unimaginable (for most decent people) has become ""normal.""",https://www.alternet.org/2020/03/trumps-death-cult-finally-says-it-time-to-kill-the-useless-eaters-for-capitalism/,Alternet,taxes,left,1,Expresses writer’s opinion,"['ghoulish', 'dystopia']"
"And that's why I spent so much time at Delaware State, campaigning and organizing my campaign in Delaware.""",https://www.theblaze.com/news/biden-white-boy-not-stupid,TheBlaze,blm,nan,0,nan,nan
"In a part of the country where the rules about who can access abortion care vary dramatically from state to state, the COVID-19 pandemic has sewn another layer of confusion.",https://eu.usatoday.com/story/news/nation/2020/05/15/coronavirus-abortion-bans-complicated-access-texas-louisiana-alabama-tennessee/5201372002/,USA Today,abortion,center,1,Somewhat factual but also opinionated,"['dramatically', 'confusion']"
"One of the things that makes Alabama’s measure extraordinary is its radical simplicity: it simply bans all abortions, at every stage of pregnancy.",http://www.msnbc.com/am-joy/watch/georgia-alabama-push-anti-abortion-bills-to-overturn-roe-v-wade-59450437700,MSNBC,abortion,left,0,No agreement,[]
"Wilton Gregory, the first African American to be named as cardinal and known as a refined diplomat, made headlines when he blasted President Donald Trump’s photo opportunity hoisting a Bible at a Washington church after police used tear gas to clear demonstrators in June.",https://www.reuters.com/article/us-pope-cardinals-gregory/first-black-american-cardinal-is-outspoken-civil-rights-advocate-idUSKBN27A0O5,Reuters,black lives matter,center,1,Entirely factual,['blasted']
"Minhaj, who used to appear on “The Daily Show” before getting his own Netflix series, “Patriot Act,” last year, aired an episode in February in which he broke down the often confusing but debilitating problem of crushing student loan debt in the United States.",https://www.huffpost.com/entry/hasan-minhaj-congress-student-loan-debt_n_5d78202fe4b0432f8173f742,HuffPost,student-debt,left,1,Somewhat factual but also opinionated,['debilitating']
"According to white nationalists who promote the Replacement Theory, enemies of the white race are seeking to “replace” whites with non-whites in the United States and many other countries. ",https://www.alternet.org/2020/06/historian-explains-the-bizarre-racist-theory-behind-the-far-rights-hysteria-over-the-george-floyd-protests/,Alternet,black lives matter,left,1,Entirely factual,[]
"Many of the biggest digital platforms are under political pressure over how they police their sites, heightened by widespread protests spurred by the killing of George Floyd and other issues of police brutality.",https://www.foxbusiness.com/technology/civil-rights-facebook-ad-boycott,Fox News,marriage-equality,nan,0,Entirely factual,[]
The ballooning cost of college and massive student loan debt is recognized as reaching crisis levels by politicians on both sides of the aisle.,https://www.breitbart.com/tech/2019/10/20/sallie-mae-sales-team-rewarded-with-hawaii-trip-as-student-debt-tops-1-6-trillion/,Breitbart,student-debt,right,0,Somewhat factual but also opinionated,['ballooning']
"In their blatant, arrogant insouciance, Barr’s actions have a much deeper and alarming significance than the simple emergence of Barr as  a corrupt Trump toady at the head of DOJ.",https://www.alternet.org/2020/09/how-barrs-justice-department-weaponized-the-rule-of-law-to-trumps-political-opponents/,Alternet,black lives matter,left,1,Expresses writer’s opinion,"['blatant', 'arrogant', 'insouciance', 'toady']"
"The U.S. Congress is moving to extend by another year tax breaks for beer, wine and distilled spirits worth hundreds of millions of dollars that were initially approved as part of tax reform in 2017.",https://www.reuters.com/article/us-usa-taxes-alcohol/u-s-beer-spirits-wine-industry-escape-big-tax-hike-in-year-end-budget-deal-idUSKBN1YL2E2?feedType=RSS&feedName=topNews,Reuters,taxes,center,0,Entirely factual,[]
One of the most common canards against immigration is the idea that illegal immigrants drive down the wages for native workers.,https://www.alternet.org/2019/01/here-are-5-of-trumps-lies-from-his-oval-office-speech-about-his-ridiculous-border-wall-demands/,Alternet,immigration,left,0,No agreement,[]
"The bill that Mr. Trump signed, however, could actually make it attractive for companies to put more assembly lines on foreign soil.",https://www.nytimes.com/2018/01/08/business/economy/gop-says-tax-bill-will-add-jobs-in-us-it-may-yield-more-hiring-abroad.html,New York Times,taxes,nan,1,nan,nan
"A 60-foot chunk of the Ocean Cleanup device, deployed with much fanfare in the Great Pacific Garbage Patch in October, has broken off and the entire plastic collection system will now be towed back to port for an overhaul and upgrade.",https://eu.usatoday.com/story/news/2019/01/02/ocean-cleanup-device-great-pacific-garbage-patch-breaks/2465082002/,USA Today,environment,center,0,Entirely factual,['fanfare']
"“Two prior studies – one of which I co-authored – demonstrate clearly using multiple lines of evidence that the pandemic emerged into the human population at least twice over an approximately two-week period at or immediately upstream of Huanan market in association with the live animal trade,” Angie Rasmussen, a professor with the University of Saskatchewan in Canada, told the Guardian this week.",https://www.theguardian.com/us-news/2023/feb/28/fbi-director-endorses-china-lab-leak-covid-theory,The Guardian,coronavirus,nan,0,nan,nan
"It wasn’t President Donald Trump’s escalating demands that the U.S. central bank lower interest rates, or Kaplan’s view of the U.S. economy that attendees at the lunch in Corpus Christi wanted most to know about. ",https://www.reuters.com/article/us-usa-fed-environment/u-s-fed-charts-its-own-course-on-climate-change-too-idUSKBN1WH0ZS?feedType=RSS&feedName=topNews,Reuters,taxes,center,0,Somewhat factual but also opinionated,['escalating']
"Speaking about the ""Divine Nine"" — the nine black Greek fraternities and sororities — Biden told the crowd that he is ""not stupid,"" despite being white, because he knows where the ""power is.""",https://www.theblaze.com/news/biden-white-boy-not-stupid,TheBlaze,blm,nan,0,nan,nan
The fact that the abortion rate among American blacks is far higher than the rate for whites is routinely chronicled and mourned.,https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301,Federalist,abortion,right,0,Somewhat factual but also opinionated,[]
Nations including the Netherlands and France are seeking to convince fellow European countries to end tax exemptions on jet fuel and plane tickets.,https://www.reuters.com/article/us-lufthansa-ceo-idUSKCN1U9062?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5d2ae4ae8e73cc0001649f1d&utm_medium=trueAnthem&utm_source=twitter,Reuters,taxes,center,0,Entirely factual,[]
"We can’t ignore the emotional and psychological toll that our changing climate exacts, Mishra said. “",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
"The legislation, worked out between leading lawmakers and the Trump administration, denies President Donald Trump the full $5 billion he requested to help build his signature wall along the U.S.-Mexico border, keeping funding static at $1.37 billion for border barriers.",https://www.reuters.com/article/us-usa-budget-congress/house-approves-1-4-trillion-spending-deal-to-avert-shutdown-sends-to-senate-idUSKBN1YL2AK?feedType=RSS&feedName=topNews,Reuters,taxes,center,0,Entirely factual,"['signature', 'wall']"
"The absurd Democratic talking point that Portland’s violence was created by federal officers is crumbling as local police, not feds, declare riot after riot, night after night in the City of Roses.",https://thefederalist.com/2020/08/10/trump-surges-in-the-polls-ahead-of-conventions/,Federalist,vaccine,nan,1,Expresses writer’s opinion,['absurd']
"Russia’s central bank suspended gold purchases on the domestic market from April 1, without giving a reason. However, analysts have suggested it is focusing on foreign currency sales to support the rouble, which has fallen in line with lower oil prices as the virus spread.",https://www.reuters.com/article/health-coronavirus-russia-gold/russian-banks-ask-cbank-to-resume-gold-buying-as-coronavirus-hits-exports-idUSL8N2BU5AY,Reuters,coronavirus,center,0,Entirely factual,[]
Seattle authorities moved on Wednesday to dismantle a protest zone that the city’s police chief derided as “lawless and brutal” and which had prompted U.S. President Donald Trump to call for action against demonstrators.,https://www.reuters.com/article/us-minneapolis-police-protests-seattle/seattle-police-clear-protest-zone-after-flares-of-violence-idUSKBN2425YW,Reuters,black lives matter,center,0,Entirely factual,[]
"Swedish climate worrier Greta Thunberg has taken a swipe at Australia’s leaders as the bushfire disaster rages on, delivering demands for action tempered by her own advice for solutions to the problem convulsing the land Down Under.",https://www.breitbart.com/environment/2020/01/05/greta-thunberg-hits-aussie-leaders-with-bushfire-advice-climate-demands/,Breitbart,environment,right,0,Entirely factual,[]
"At least 25 transgender or gender-nonconforming people were killed in violent attacks in the United States last year, according to the Human Rights Campaign, which has been tracking anti-trans violence since at least 2015.",https://www.nbcnews.com/feature/nbc-out/nypd-investigates-alleged-subway-assault-trans-woman-possible-hate-crime-n1123291?cid=public-rss_20200126,MSNBC,gender,left,0,Entirely factual,[]
"The Boeing Company is set to lay off more than 12,000 Americans in the midst of the Chinese coronavirus crisis while planning an expansion in India.",http://feedproxy.google.com/~r/breitbart/~3/LqDYUh3eoCs/,Breitbart,taxes,right,1,Entirely factual,"['Chinese', 'coronavirus']"
"U.S. health insurer Anthem Inc is pulling back from 16 of 19 pricing regions in California where it offered Obamacare options this year, state officials said on Tuesday.",https://www.reuters.com/article/us-anthem-california/anthem-to-cut-back-obamacare-plan-offerings-in-california-idUSKBN1AH5IE,Reuters,universal health care,center,0,Entirely factual,[]
Trump is publicly bragging about committing crimes against the Constitution and the American people.,https://www.alternet.org/2020/01/are-trump-and-his-ilk-manipulating-the-markets-for-personal-gain-investigative-business-reporter-william-cohan-lays-out-the-evidence/,Alternet,taxes,left,1,Somewhat factual but also opinionated,['bragging']
"U.S. President Donald Trump said on Tuesday he backed Bolivia’s interim President Jeanine Anez as she seeks “a peaceful democratic transition,” and he denounced ongoing violence in the country.",https://www.reuters.com/article/us-bolivia-morales-usa/trump-backs-bolivias-interim-president-denounces-violence-idUSKBN1YL2AQ,Reuters,trump-presidency,center,0,Entirely factual,[]
Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes. ,https://www.alternet.org/2020/02/how-u-s-foreign-policy-triggers-crisis-and-immigration/,Alternet,international-politics-and-world-news,left,0,Entirely factual,[]
"President Donald Trump lashed out Friday at his niece Mary Trump for the first time on Twitter, clearly riled up by the fact that she has released a tell-all book about their family.",https://feeds.feedblitz.com/~/630695692/0/alternet_all~Trump-lets-loose-a-fiery-outburst-at-his-niece-Mary-Trump-in-a-Twitter-tirade/,Alternet,taxes,left,1,Somewhat factual but also opinionated,"['lashed', 'out', 'riled', 'up']"
"Russia's state-run RIA news agency released a video clip it said showed Russian Su-25 fighter jets roaring over Bakhmut, which had a pre-war population of around 70,000 but now lies in ruins after months of intense trench warfare.",https://www.reuters.com/world/europe/russian-offensive-eastern-ukraine-focused-bakhmut-2023-02-28,Reuters,international-politics-and-world-news,nan,0,nan,nan
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.",https://www.thedailybeast.com/climate-disaster-trauma-is-rewiring-our-brains-into-something-alarmingly-worse,The Daily Beast,environment,nan,0,nan,nan
"Since Ocasio-Cortez first mentioned the 70 percent tax rate on CNN, a number of mansplaining journalists have written harrumphing pieces explaining that the ""real"" problem is tax loopholes or capital-gains tax rates set too low.",https://www.alternet.org/2019/01/alexandria-ocaio-cortez-is-absolutely-right-there-shouldnt-be-any-billionaires,Alternet,taxes,nan,1,nan,nan
"Kremlin spokesman Dmitry Peskov repeated Moscow's stance that it is open to peace negotiations but Kyiv and its Western allies must accept Russia's annexation of Donetsk, Luhansk, Kherson and Zaporizhzhia regions after referendums last September that most governments said were illegal.",https://www.reuters.com/world/europe/russian-offensive-eastern-ukraine-focused-bakhmut-2023-02-28,Reuters,international-politics-and-world-news,nan,0,nan,nan
A Texas jury has ruled against a dad seeking custody of his twin 7-year-old sons in his attempt to stop one of the boys from transitioning his gender.,https://nypost.com/2019/10/23/texas-jury-rules-against-divorced-dad-trying-to-stop-7-year-old-sons-gender-transition/,New York Post,gender,nan,1,nan,nan
"The German Federal Court of Justice has refused to allow a person who identifies as having no gender or being intersex to change their official documents, saying “people with only perceived intersexuality are not covered” by the German Civil Status Act.",http://feedproxy.google.com/~r/breitbart/~3/6Yz-lWxJ8RQ/,Breitbart,marriage-equality,nan,0,Entirely factual,[]
"In February, Mexican illegal alien Pablo Hernandez was driving a pick-up truck when he struck a six-year-old boy and a 16-year-old teenage boy as they were crossing the street. ",https://www.breitbart.com/politics/2020/05/13/illegal-alien-convicted-for-hit-and-run-that-left-6-year-old-critically-injured/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,1,Entirely factual,"['illegal', 'alien']"
"At one point, a man in the courtroom lunged at Payton Gendron, who had pleaded guilty to 15 state charges including murder and terrorism motivated by hate stemming from the May 14 mass shooting in Buffalo, a city of about 277,000 people.",https://www.reuters.com/world/us/gunman-racist-buffalo-shooting-faces-life-without-parole-sentencing-2023-02-15/,Reuters,gun-control,nan,0,nan,nan
Free trade has helped gut working and middle class American jobs and stripped whole middle American towns of their industries and livelihoods.,https://www.breitbart.com/politics/2019/11/01/josh-hawley-bushs-globalist-new-world-order-has-made-the-elites-rich-eroded-middle-class-way-of-life/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,1,Expresses writer’s opinion,"['gut', 'stripped']"
The movement’s hysteric leader proceeded to hush the crowd so the mayor’s answer could be heard across the streets so they could vote him out next year if he bowed to their anarchic demands.,https://thefederalist.com/2020/06/06/minneapolis-mayor-shouted-out-of-protest-for-refusing-to-defund-the-police/,Federalist,elections-2020,right,1,Somewhat factual but also opinionated,"['hysteric', 'crowd', 'bowed', 'anarchic']"
"President Donald Trump campaigned in the battleground states of North Carolina and Florida on Thursday, saying the country’s economic prosperity was riding on the outcome of his Nov. 3 showdown with Democrat Joe Biden.",https://in.reuters.com/article/usa-election-idINKCN26F1MT?utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=facebook,Reuters,vaccine,nan,0,Entirely factual,[]
"Benjamin “Bibi” Netanyahu, along with three fellow defendants, is accused of fraud, bribery, and breach of trust in three separate cases involving his alleged efforts to control various aspects of Israeli media.",https://www.thedailybeast.com/israeli-prime-minister-benjamin-netanyahus-trial-begins-amid-chants-and-bombast?source=articles&via=rss,Daily Beast,islam,nan,0,Entirely factual,[]
"Thunberg lambasted business and political elites gathered at WEF Tuesday for not doing enough to tackle climate change, warning that time was running out.",https://www.foxnews.com/politics/ivanka-trump-praises-greta-thunberg,Fox News,environment,right,0,Entirely factual,['lambasted']
Chicago Police Superintendent David Brown described the 20-year-old as an armed male who allegedly pointed a gun at officers and “shot at officers first.”,http://feedproxy.google.com/~r/breitbart/~3/EPcOA-9c91Q/,Breitbart,gun control,right,0,Entirely factual,['allegedly']
But Buttigieg’s liberal elite background has not stopped him from claiming the mantle of a Democrat political figure in a Republican “red state.”,https://www.breitbart.com/politics/2020/01/30/elite-pete-buttigieg-claims-he-was-shaped-by-the-american-heartland/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,"['has', 'not', 'stopped', 'claiming', 'elite']"
"Middle-class exodus: From 2007 to 2016, California lost a net million residents — some 2.5% of its population (which still grows due to births and immigration). ",http://feedproxy.google.com/~r/breitbart/~3/dmYVy0yQGK4/,Breitbart,taxes,right,1,Entirely factual,"['exodus', 'Middle-class']"
"Biden has promised to prohibit the sale of military-style rifles and high-capacity magazines, similar to a 10-year ban that expired in 2004.",https://www.reuters.com/article/us-usa-election-guns-stocks/shares-of-gun-makers-gain-as-bidens-lead-grows-idUSKBN2711KD,Reuters,gun control,center,0,Entirely factual,[]
"When I opened Britain’s bestselling tabloid conservative Sunday newspaper, I was greeted by a double-page spread showing a vast mob of Black Lives Matter activists marching on Downing Street in London.",http://feedproxy.google.com/~r/breitbart/~3/aJodbK6Hgt8/,Breitbart,black lives matter,right,1,No agreement,['mob']
"Since then, the “Black Lives Matter” movement – sparked by the killing of black teen Trayvon Martin by civilian George Zimmerman in Florida in 2012 – has become closely associated with critiques of overly aggressive policing, particularly against black people.",https://www.reuters.com/article/us-usa-police-immunity-outliers/when-cops-kill-redress-is-rare-except-in-famous-cases-idUSKBN22K193?feedType=RSS&feedName=topNews,Reuters,black lives matter,center,0,Entirely factual,[]
Lightfoot stressed her belief that the election of Joe Biden to the White House is key to securing these and other controls for Chicago and the rest of the country.,http://feedproxy.google.com/~r/breitbart/~3/_zm7089eqd4/,Breitbart,gun control,right,0,No agreement,['belief']
"Biden spoke passionately Saturday night about handing out food to children and adults with his wife, Jill, and his grandchildren earlier in the day as he blamed President Donald Trump, who has proposed and begun to implement deep benefit cuts for federal subsidies benefiting the poor",https://www.nbcnews.com/politics/2020-election/biden-camp-won-t-say-whether-he-stands-welfare-reform-n1132006?cid=public-rss_20200210,MSNBC,middle-class,left,1,Entirely factual,[]
"Police broke up scuffles between supporters of President Donald Trump and Black Lives Matter activists and arrested two people in Salem, Oregon, on Monday as protests in the region turn increasingly violent.",https://www.reuters.com/article/us-global-race-protests-portland/police-break-up-scuffles-between-demonstrators-arrest-two-in-oregons-state-capital-idUSKBN25Y17P?utm_medium=Social&utm_source=twitter,Reuters,black lives matter,center,0,Entirely factual,[]
"Nearly a third of students polled planned to use some of their student loan money to pay for their spring break trips, while 23 percent said they had used loans to purchase alcohol, and 6 percent said they used the money for drugs.",https://thefederalist.com/2018/03/19/student-debt-crisis-students-fault-shouldnt-get-bailout/,The Federalist,student-debt,nan,1,nan,nan
"The normalization effort included softened rhetoric and social gatherings that, for many groups, would increasingly replace confrontational rallies.",https://www.reuters.com/article/us-usa-white-nationalism-insight/el-paso-massacre-upends-white-nationalists-normalization-strategy-idUSKCN1UY2B5,Reuters,white-nationalism,center,0,Entirely factual,[]
The ideas promoted by anti-vaccination groups — which rely on pseudoscience and conspiracy theories about the government and pharmaceutical companies — are false.,https://www.nbcnews.com/tech/internet/anti-vaccination-groups-still-crowdfunding-facebook-despite-crackdown-n1064981,MSNBC,vaccines,left,0,No agreement,[]
"And while he pursues gun-control legislation, Biden has promised to use his powers “to ban the importation of assault weapons.”",https://www.reuters.com/article/us-usa-election-biden-policy-factbox/factbox-biden-could-change-these-key-policies-on-day-one-in-the-white-house-idUSKBN27N0W2,Reuters,gun control,center,0,Entirely factual,[]
As Donald Trump fights to keep his tax and business records from Manhattan prosecutors it’s time to alert Americans that tax returns used to be public. ,https://www.alternet.org/2020/09/how-income-tax-secrecy-benefits-trump-and-hurts-you/,Alternet,taxes,left,0,Expresses writer’s opinion,[]
"In the wake of Trump’s batshit executive order on social media, it looked as if Twitter was about to get fucked and fucked hard by Donald Trump.",https://www.thedailybeast.com/twitter-boss-finds-the-balls-to-call-out-trumps-race-war-tweetbut-this-is-just-the-beginning?source=twitter&via=desktop,Daily Beast,islam,nan,1,Expresses writer’s opinion,"['batshit', 'fucked']"
"In certain ways, 2020 feels a lot like 1968. Federal troops and local police are clashing with Black people sick of police brutality and discrimination. Americans are dying in massive, alarming numbers ― then, in the Vietnam war; now, as the coronavirus pandemic spreads across the nation. Americans are angry.",https://www.huffpost.com/entry/donald-trump-law-and-order-1968-2020_n_5ed92c23c5b691340ea25979,HuffPost,elections-2020,left,1,Expresses writer’s opinion,[]
"That was when I first understood that it isn’t mainly a tragic Lyndon Johnson, a scheming Richard Nixon, or even an ignorant, pathological Donald Trump who make a republic and its political culture and economy illegitimate and unsustainable.",https://www.alternet.org/2020/06/the-die-is-cast-can-the-republic-be-saved/,Alternet,marriage-equality,nan,1,Expresses writer’s opinion,"['tragic', 'ignorant', 'pathological', 'illegitimate', 'unsustainable']"
"According to Charen, Abbott has sent 8700 migrants to Washington, D.C. in 2022, while “another 6500 have been bused to New York, Chicago and Philadelphia.”",https://www.alternet.org/former-reagan-speechwriter-rips-greg-abbott-for-his-cruel-and-heartless-immigration-stunts/,Alternet,immigration,nan,0,nan,nan
"Thursday’s announcement was the latest move by the Trump administration to undercut the 2010 Affordable Care Act, former Democratic President Barack Obama’s signature domestic policy achievement.",https://www.reuters.com/article/us-usa-healthcare/advertising-budget-for-obamacare-to-be-cut-90-percent-u-s-health-agency-idUSKCN1BB30Y,Reuters,universal health care,center,0,Entirely factual,[]
"While the overwhelming majority of Americans choose to have their children vaccinated, the number of children who go completely unvaccinated is rising.",https://www.nbcnews.com/health/kids-health/measles-outbreak-how-doctors-can-change-anti-vaccine-minds-n991491,MSNBC,vaccines,left,0,Entirely factual,[]
"Italy has deported several radical imams in recent years, including a Tunisian earlier this year who came into the country illegally and declared to police that he would not only kill them but he would eat their corpses as well.",https://www.breitbart.com/europe/2019/11/23/italy-to-deport-imam-who-beat-children-at-religious-school/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,0,Entirely factual,[]
Some 25 mosques in London and dozens more throughout the country began to use public address systems to connect with Muslims last month as they were unable to attend religious services during the coronavirus crisis.,http://feedproxy.google.com/~r/breitbart/~3/D8SW_T0IIoc/,Breitbart,islam,nan,0,Entirely factual,[]
An initiative to build bridges between the Greek and Turkish speaking communities of ethnically split Cyprus faltered after the leader of the breakaway Turkish Cypriots skipped a soccer match over a dispute of the game's location.,https://www.foxnews.com/world/building-bridges-soccer-diplomacy-in-divided-cyprus,Fox News,sport,right,0,Entirely factual,[]
Redfield—usually a reliable Trump sycophant—admitted that some recent cases that had been written off as deaths due to flu were likely cases of the coronavirus.,https://www.alternet.org/2020/03/hearing-on-coronavirus-ends-abruptly-as-white-house-tells-experts-to-come-to-emergency-meeting/,Alternet,vaccine,nan,1,Somewhat factual but also opinionated,['sycophant']
"US, congressional Republicans on both committees have parroted talking points identical to the bank industry’s own to defend overdraft fees.",https://www.thedailybeast.com/republicans-really-want-you-to-keep-paying-junk-fees?ref=wrap,The Daily Beast,middle-class,nan,0,nan,nan
"He looks to quickly put his stamp on the court by restoring its conservative majority, even as Democrats geared up for a Senate confirmation fight.",http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/c8jMAwNRvcI/us-usa-court-trump-idUSKBN15F1OW,Reuters,abortion,nan,1,nan,nan
Catholic League president Bill Donohue slammed New York mayor Bill de Blasio Friday for his irrational coronavirus lockdown rules and anti-religious animus.,http://feedproxy.google.com/~r/breitbart/~3/thuqHXxF1kU/,Breitbart,marriage-equality,nan,1,Somewhat factual but also opinionated,"['irrational', 'anti-religious']"
The far right wants to make its shared fantasy of violent civil war a reality,https://www.alternet.org/2020/04/the-far-right-wants-to-make-its-shared-fantasy-of-violent-civil-war-a-reality/,Alternet,gun control,left,0,Expresses writer’s opinion,['fantasy']
Democrats took the first step to repeal President Trump’s expanding travel bans Wednesday at a House Judiciary Committee session that devolved into a debate on whether the restrictions amount to a Muslim ban and whether it’s OK to call Trump “occasionally honest”.,https://www.foxnews.com/politics/tensions-flare-at-house-session-as-dems-take-aim-at-trump-travel-ban,Fox News,islam,nan,0,Entirely factual,[]
The mother of a one-year-old killed in a Cuban clinic after receiving a routine vaccination launched an awareness campaign Tuesday urging social media users to share a photo of her in the hope that the communist regime gives her answers.,https://www.breitbart.com/health/2019/10/23/mother-baby-killed-communist-cuban-doctors-launches-justice-campaign/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,0,Entirely factual,[]
"Davis, who is a leader on social justice causes off and on the field, told Sports Illustrated’s Jets Country over the weekend that he welcomes “Lift Every Voice and Sing” but knows there’s still more to be done when it comes to racial equality in the U.S.",https://www.foxnews.com/sports/saints-demario-davis-black-national-anthem,Fox News,marriage-equality,nan,0,Entirely factual,[]
President Vladimir Putin has proposed amending the Russian constitution to spell out that marriage means a union between a man and a woman and nothing else.,https://www.reuters.com/article/us-russia-putin-marriage/russian-constitution-must-define-marriage-as-heterosexual-putin-says-idUSKBN20P2PI,Reuters,gender,center,0,Entirely factual,[]
"Abortion is not justice, in fact, it’s the ultimate act of oppression, and we’re gonna take a stand for the voiceless children scheduled to die at Planned Parenthood today.",http://feedproxy.google.com/~r/breitbart/~3/rJzH2EBZeTk/,Breitbart,marriage-equality,nan,1,Expresses writer’s opinion,"['oppression', 'die']"
"“I would shut it down; I would listen to the scientists,” Biden told ABC News alongside his new vice presidential running mate, California Sen. Kamala Harris.",https://thefederalist.com/2020/08/22/biden-i-will-shut-down-nation-in-january-if-scientists-tell-me-to/,Federalist,vaccine,nan,0,Entirely factual,[]
"Climate change contributed to drastic declines in the population and diversity of bumblebees across North America and Europe, according to a long-term study of more than 60 bee species published Thursday in the journal Science.",https://eu.usatoday.com/story/news/nation/2020/02/06/bumblebees-decline-due-climate-change/4679240002/,USA Today,environment,center,0,Entirely factual,['drastic']
